community_clusters,hashtags_of_community_clusters,score_of_community_clusters,k_mean_clusters,hashtags_of_k_mean_clusters,score_of_k_mean_clusters,levenshtein_clusters,hashtags_of_levenshtein_clusters,score_of_levenshtein_clusters,best_clusters,hashtags_of_best_clusters,score_of_best_clusters
community cluster 1206,"['stylishshoes', 'myshoestoday', 'shoesforwomen', 'stylereport', 'pumpshoe', 'pumpshoes', 'fancyshoes', 'fashiongram', 'instagramshoes', 'pumps', 'shoesday', 'goneswimming', 'learntoswim', 'shoesofig', 'shoefilicious', 'yellowheels', 'summervibes', 'shoefan', 'stylingshoes', 'sneakerhead', 'madeinitalyshoes']",40.85,,,,,,,,,
community cluster 1207,"['fashionshoes', 'watercooling', 'walking', 'experience', 'luxuryshoes', 'murinsel', 'trend', 'heels', 'niedagewesen', 'heelslover', 'explore', 'popuplab', 'sapatilhalovers', 'gefühl', 'sapatosfemininos', 'hothothot', 'summer2020', 'yellowheels', 'shoefreak', 'newin', 'worldsfirst']",27.549999999999997,,,,,,,,,
community cluster 1208,"['fashionlover', 'redhighheels', 'freshstart', 'fashionstatement', 'highheelsshoes', 'streetfashion', 'redheels', 'signalcolor', 'statement', 'roteschuhe', 'red', 'highheelmadness', 'heelsaddict', 'redlove', 'accessories', 'redshoes', 'rotehighheels', 'highheelsmurah', 'yellowheels', 'unique', 'newstart']",28.5,,,,,,,,,
community cluster 1209,"['fashionable', 'newstyle', 'newchallenge', 'lifeisbeautiful', 'fashionstyle', 'lifeischange', 'goodtimes', 'dressup', 'uniquewoman', 'uniquewomen', 'chaos', 'lifestyle', 'fashioninspo', 'newchapter', 'styleinspo2020', 'yellowheels', 'newstory', 'wien', 'style2020', 'newshoeintown', 'uniquejewelry']",43.699999999999996,,,,,,,,,
community cluster 1210,"['shooting', 'fridayfeet', 'footwearnews', 'spreadtheword', 'damenschuhe', 'feetupfriday', 'together', 'firstprize', 'instashoestyle', 'spreadlove', 'shoesfashionista', 'idontgiveashit', 'blonde', 'winwinwin', 'win', 'feetup', 'winning', 'yellowheels', 'fridaymood', 'fridayfeeling', 'spreadpositivity']",38.949999999999996,,,,,,,,,
community cluster 1211,"['zur', 'share', 'latenight', 'vote2020', 'teilen', 'latenightshopping', 'shoplocal', 'teilenerwünscht', 'stadtgraz', 'shoeshop', 'größe', 'designshoes', 'passage', 'diesteirerin', 'shop', 'dicoverunder5k', '2min2mio', 'mut', 'vote', 'shopping', 'yellowheels']",42.75,,,,,,,,,
community cluster 1212,"['new', 'things', 'project', 'exclusive', 'cinderella', 'innovative', 'architecture', 'architecturelover', 'insight', 'designlover', 'atnight', 'discover', 'shopdesign', 'designforlife', 'research', 'insights', 'yellowheels', 'design', 'shopdesigns', 'shopdesigner', 'architecturelovers']",28.5,,,,,,,,,
community cluster 1213,"['first', 'influencer', 'redheels', 'yellowheels', 'glass', 'fitting', 'story', 'storyteller', 'cinderellastory', 'famous', 'shoediary', 'comic', 'heelerella', 'perfectfit', 'fairytale']",23.75,,,,,,,,,
community cluster 1214,"['redheels', 'redhighheels', 'yellowhighheels', 'newhighheels', 'firstprize', 'heels2020', 'yellowheel', 'womenshoes', 'highheels2020', 'heelsonfire']",19.5,,,,,,,,,
community cluster 1215,"['cooloff', 'splash', 'waterchallenge', 'toohot', 'challengeyourself', 'slowmotion', 'mesmerizing', 'firstprize', 'analogart', 'waterbomb', 'womenshoes', 'shoechallenge', 'toohottohandle', 'summertime', 'video', 'challengeaccepted', 'shoes2020', 'digitalart', 'slowmo', 'wasserbombe', 'meets']",30.4,,,,,,,,,
community cluster 1216,"['redheels', 'slowmotion', 'redhighheels', 'mesmerizing', 'shoes2020', 'waterbomb', 'cooloff', 'slowmo', 'shoechallenge', 'wasserbombe', 'splash', 'video']",21.0,,,,,,,,,
community cluster 1217,"['toohot', 'summertime', 'redheels', 'challengeyourself', 'redhighheels', 'goodtimes', 'analogart', 'digitalart', 'lifeisbeautiful', 'meets', 'waterchallenge', 'toohottohandle', 'challengeaccepted']",37.800000000000004,,,,,,,,,
community cluster 1218,"['shooting', 'summertime', 'redheels', 'photoshooting', 'austrianblogger', 'redhighheels', 'summeroutfit', 'firstprize', 'ootd', 'architecture', 'wien', 'stadtgraz', 'explore', 'interiordesign', 'ootdfashion']",86.25,,,,,,,,,
community cluster 1219,"['studioninprantner', 'shoesoftheweek', 'new', 'hours', 'redheels', 'together', 'redhighheels', 'firstprize', 'graz', 'photography', 'photoshoot']",113.1,,,,,,,,,
community cluster 1220,"['tbt', 'shoefiequeen', 'stars', 'shoefielicious', 'firstprize', 'shoesofinsta', 'styleinspo', 'shoefie', 'outfitideas', 'moon', 'outfits', 'outfitpost', 'streetartphotography', 'shoegasm', 'outfitinspo', 'coolshoe', 'ootdfashion', 'star', 'styleblogger', 'streetwearfashion', 'shoeporn']",28.5,,,,,,,,,
community cluster 1221,"['redheels', 'shoegasm', 'redhighheels', 'outfits', 'styleinspo', 'outfitpost', 'streetartphotography', 'styleblogger', 'streetwearfashion', 'outfitinspo', 'outfitideas', 'shoeporn']",21.0,,,,,,,,,
community cluster 1222,"['moon', 'redheels', 'redhighheels', 'stars', 'star', 'shoesofinsta', 'shoefielicious', 'shoefies', 'tbt', 'shoefiequeen', 'shoefie', 'coolshoe']",28.0,,,,,,,,,
community cluster 1223,"['shoestagrammer', 'shoefies', 'bedifferent', 'vatertag2020', 'firstprize', 'vatertag', 'stadtgraz', 'shoestylist', 'mode', 'fathersday2020', 'shoeaholic', 'fashion', 'modainsta', 'style', 'fathersday', 'austrianblogger', 'highlights', 'highheelslover', 'details', 'madeinitaly', 'designedinaustria']",48.449999999999996,,,,,,,,,
community cluster 1224,"['style', 'shoestagrammer', 'redheels', 'mode', 'redhighheels', 'fathersday', 'fathersday2020', 'shoeaholic', 'vatertag', 'details', 'win', 'vatertag2020', 'shoestylist']",41.85,,,,,,,,,
community cluster 1225,"['shooting', 'new', 'spreadtheword', 'redhighheels', 'highheelsaddiction', 'bedifferent', 'firstprize', 'mode', 'weekendmood', 'fashion', 'win', 'modainsta', 'austrianblogger', 'highlights', 'highheel', 'highheelslover', 'madeinitaly', 'wien', 'designedinaustria']",72.45,,,,,,,,,
community cluster 1226,"['weekendmood', 'redheels', 'austrianblogger', 'highlights', 'highheel', 'highheelsaddiction', 'highquality', 'redhighheels', 'highheelslover', 'firstprize', 'designed', 'bedifferent', 'madeinitaly', 'fashion', 'modainsta', 'designedinaustria', 'instashoes']",46.0,,,,,,,,,
community cluster 1227,"['redheels', 'redhighheels', 'shoefilicious', 'instagramshoes', 'firstprize', 'pumpshoes', 'pumpshoe', 'stylereport', 'stylingshoes', 'pumps']",21.0,,,,,,,,,
community cluster 1228,"['fashionshoes', 'stylishshoes', 'myshoestoday', 'shoesforwomen', 'share', 'fancyshoes', 'luxuryshoes', 'fashiongram', 'firstprize', 'architecture', 'shoesday', 'goneswimming', 'interiordesign', 'learntoswim', 'shoesofig', 'summervibes', 'shoefan', 'stylingshoes', 'newin', 'sneakerhead', 'madeinitalyshoes']",45.599999999999994,,,,,,,,,
community cluster 1229,"['stylishshoes', 'goneswimming', 'myshoestoday', 'redheels', 'spreadtheword', 'redhighheels', 'goodtimes', 'shoesforwomen', 'summervibes', 'fancyshoes', 'madeinitalyshoes', 'lifeisbeautiful', 'learntoswim', 'shoesofig']",50.7,,,,,,,,,
community cluster 1230,"['fashionshoes', 'goneswimming', 'fashiongram', 'sapatilhalovers', 'hothothot', 'redhighheels', 'firstprize', 'shoefreak', 'shoefan', 'sapatosfemininos', 'luxuryshoes', 'newin', 'sneakerhead', 'murinsel', 'shoesday', 'trend']",25.2,,,,,,,,,
community cluster 1231,"['fashionshoes', 'redhighheels', 'watercooling', 'luxuryshoes', 'murinsel', 'trend', 'fashiongram', 'redheels', 'firstprize', 'shoesday', 'sapatilhalovers', 'sapatosfemininos', 'hothothot', 'summer2020', 'shoefreak', 'shoefan', 'newin', 'worldsfirst', 'sneakerhead']",26.25,,,,,,,,,
community cluster 1232,"['popuplab', 'gefühl', 'redhighheels', 'goodtimes', 'firstprize', 'walking', 'experience', 'architecture', 'heels', 'worldsfirst', 'niedagewesen', 'lifeisbeautiful', 'explore', 'interiordesign']",35.1,,,,,,,,,
community cluster 1233,"['popuplab', 'gefühl', 'redheels', 'redhighheels', 'firstprize', 'walking', 'experience', 'freshstart', 'heelsaddict', 'heels', 'niedagewesen', 'heelslover', 'explore', 'newstart', 'highheelsshoes']",27.5,,,,,,,,,
community cluster 1234,"['streetfashion', 'fashionlover', 'redheels', 'redhighheels', 'statement', 'signalcolor', 'firstprize', 'roteschuhe', 'highheelmadness', 'freshstart', 'accessories', 'redshoes', 'rotehighheels', 'highheelsmurah', 'fashionstatement']",26.25,,,,,,,,,
community cluster 1235,"['fashionlover', 'newchallenge', 'fashionstatement', 'streetfashion', 'redheels', 'statement', 'goodtimes', 'uniquewoman', 'uniquewomen', 'chaos', 'red', 'newchapter', 'highheelmadness', 'redlove', 'styleinspo2020', 'highheelsmurah', 'unique', 'wien', 'uniquejewelry', 'newshoeintown', 'style2020']",38.949999999999996,,,,,,,,,
community cluster 1236,"['fridayfeet', 'footwearnews', 'damenschuhe', 'fashionable', 'newstyle', 'lifeisbeautiful', 'fashionstyle', 'feetupfriday', 'lifeischange', 'redheels', 'dressup', 'instashoestyle', 'shoesfashionista', 'lifestyle', 'fashioninspo', 'idontgiveashit', 'blonde', 'feetup', 'newstory', 'fridaymood', 'fridayfeeling']",29.45,,,,,,,,,
community cluster 1237,"['shooting', 'spreadtheword', 'share', 'latenight', 'vote2020', 'teilen', 'together', 'redheels', 'teilenerwünscht', 'firstprize', 'spreadlove', 'stadtgraz', 'winwinwin', 'diesteirerin', 'win', 'dicoverunder5k', '2min2mio', 'winning', 'vote', 'shopping', 'spreadpositivity']",54.15,,,,,,,,,
community cluster 1238,"['new', 'things', 'project', 'zur', 'exclusive', 'redheels', 'latenightshopping', 'shoplocal', 'innovative', 'shoeshop', 'insight', 'größe', 'discover', 'shopdesign', 'designshoes', 'passage', 'designforlife', 'research', 'shop', 'mut', 'shopdesigner']",28.5,,,,,,,,,
community cluster 1239,"['shoebrand', 'designerwear', 'architecturelovers', 'designinterior', 'designboom', 'redheels', 'architecture', 'architecturelover', 'designlover', 'atnight', 'brandnewshoes', 'noshoestoday', 'dezeen', 'interiordesign', 'insights', 'industrialdesign', 'design', 'shopdesigns', 'designmilk', 'designers', 'architecturedesign']",25.65,,,,,,,,,
community cluster 1240,"['cinderella', 'first', 'influencer', 'redheels', 'redhighheels', 'glass', 'fitting', 'story', 'storyteller', 'cinderellastory', 'shoediary', 'famous', 'comic', 'heelerella', 'perfectfit', 'fairytale']",22.8,,,,,,,,,
community cluster 1241,"['redhighheels', 'newchallenge', 'signalcolor', 'roteschuhe', 'goodtimes', 'firstprize', 'uniquewoman', 'uniquewomen', 'chaos', 'red', 'redlove', 'styleinspo2020', 'accessories', 'redshoes', 'rotehighheels', 'unique', 'wien', 'uniquejewelry', 'newshoeintown', 'style2020']",39.0,,,,,,,,,
community cluster 1242,"['fridayfeet', 'footwearnews', 'redhighheels', 'fashionable', 'newstyle', 'lifeisbeautiful', 'fashionstyle', 'feetupfriday', 'lifeischange', 'dressup', 'instashoestyle', 'shoesfashionista', 'lifestyle', 'fashioninspo', 'newchapter', 'idontgiveashit', 'blonde', 'feetup', 'newstory', 'fridaymood', 'fridayfeeling']",30.4,,,,,,,,,
community cluster 1243,"['shooting', 'spreadtheword', 'redhighheels', 'damenschuhe', 'share', 'latenight', 'vote2020', 'teilen', 'together', 'teilenerwünscht', 'firstprize', 'spreadlove', 'stadtgraz', 'winwinwin', 'diesteirerin', 'win', 'dicoverunder5k', '2min2mio', 'winning', 'vote', 'spreadpositivity']",50.349999999999994,,,,,,,,,
community cluster 1244,"['new', 'things', 'project', 'zur', 'redhighheels', 'exclusive', 'latenightshopping', 'shoplocal', 'innovative', 'shoeshop', 'größe', 'discover', 'shopdesign', 'designshoes', 'passage', 'designforlife', 'research', 'shop', 'mut', 'shopping', 'shopdesigner']",32.3,,,,,,,,,
community cluster 1245,"['shoebrand', 'redhighheels', 'designerwear', 'architecturelovers', 'designinterior', 'designboom', 'architecture', 'architecturelover', 'insight', 'designlover', 'atnight', 'brandnewshoes', 'dezeen', 'interiordesign', 'insights', 'industrialdesign', 'design', 'shopdesigns', 'designmilk', 'designers', 'architecturedesign']",25.65,,,,,,,,,
community cluster 1246,"['cinderella', 'first', 'influencer', 'redhighheels', 'firstprize', 'glass', 'fitting', 'story', 'storyteller', 'cinderellastory', 'famous', 'shoediary', 'comic', 'heelerella', 'fairytale', 'perfectfit', 'noshoestoday']",23.0,,,,,,,,,
community cluster 1247,"['share', 'newchallenge', 'signalcolor', 'roteschuhe', 'goodtimes', 'firstprize', 'uniquewoman', 'uniquewomen', 'chaos', 'architecture', 'newchapter', 'styleinspo2020', 'accessories', 'redshoes', 'rotehighheels', 'interiordesign', 'unique', 'wien', 'uniquejewelry', 'newshoeintown', 'style2020']",42.75,,,,,,,,,
community cluster 1248,"['shooting', 'spreadtheword', 'fridayfeet', 'fashionable', 'share', 'newstyle', 'fashionstyle', 'feetupfriday', 'dressup', 'firstprize', 'instashoestyle', 'lifestyle', 'shoesfashionista', 'fashioninspo', 'idontgiveashit', 'feetup', 'newstory', 'fridaymood', 'wien', 'fridayfeeling']",49.0,,,,,,,,,
community cluster 1249,"['shooting', 'new', 'footwearnews', 'spreadtheword', 'damenschuhe', 'share', 'lifeisbeautiful', 'together', 'goodtimes', 'firstprize', 'architecture', 'stadtgraz', 'spreadlove', 'blonde', 'winwinwin', 'win', 'interiordesign', 'winning', 'vote', 'spreadpositivity']",56.0,,,,,,,,,
community cluster 1250,"['zur', 'latenight', 'vote2020', 'teilen', 'lifeischange', 'latenightshopping', 'teilenerwünscht', 'shoplocal', 'firstprize', 'stadtgraz', 'shoeshop', 'größe', 'designshoes', 'passage', 'diesteirerin', 'designforlife', 'shop', 'dicoverunder5k', '2min2mio', 'mut', 'shopping']",37.05,,,,,,,,,
community cluster 1251,"['shooting', 'spreadtheword', 'taveling', 'austrialove', 'stubenberghaus', 'austriaisbeautiful', 'lifeislife', 'hochwurzen', 'adventuretime', 'shootingphoto', 'freedom', 'steiermark', 'austrialovers', 'freedomaustria', 'traveling', 'travelinginaustria', 'austriatour', 'shootingday', 'austriareels', 'schladming', 'reelsofinstagram']",49.4,,,,,,,,,
community cluster 1252,"['new', 'things', 'project', 'exclusive', 'designinterior', 'firstprize', 'innovative', 'architecture', 'architecturelover', 'insight', 'designlover', 'atnight', 'discover', 'shopdesign', 'research', 'interiordesign', 'insights', 'design', 'shopdesigns', 'shopdesigner', 'architecturelovers']",29.45,,,,,,,,,
community cluster 1253,"['shoebrand', 'dezeen', 'firstprize', 'industrialdesign', 'brandnewshoes', 'designerwear', 'designmilk', 'designboom', 'designers', 'architecturedesign']",16.5,,,,,,,,,
community cluster 1254,"['new', 'together']",11.399999999999999,,,,,,,,,
community cluster 1255,"['architecture', 'interiordesign']",9.5,,,,,,,,,
community cluster 1256,"['kotelett', 'mitliebegemacht', 'foodie', 'bio', 'kaffee', 'igergraz', 'spitzkraut', 'faschiertelaibchen', 'gulasch', 'igersaustria', 'forelle', 'genießen', 'drinks', 'homeoffice', 'lehrlingoesterreich', 'hendl', 'salat', 'veggie', 'biogulasch', 'steirer', 'chili']",68.39999999999999,,,,,,,,,
community cluster 1257,"['mitliebegemacht', 'bio', 'graz', 'lugitsch', 'regional', 'reis', 'igergraz', 'entspannen', 'igersaustria', 'genießen', 'makava', 'kräuter', 'summerinthecity', 'trinken', 'mitliebegekocht', 'veggie', 'ausdemgarten', 'steirer', 'cocktails']",112.35000000000001,,,,,,,,,
community cluster 1258,"['mitliebegemacht', 'gastgarten', 'käferbohnen', 'kresse', 'kürbis', 'neuergastgarten', 'gemeinsamlernen', 'neuigkeiten', 'blühen', 'catering', 'gutessengraz', 'hecke', 'wedding', 'daslorenzgraz', 'lorenzbox', 'hochzeit', 'daslorenz', 'lorenzpicknick', 'location', 'lehrling', 'duften']",26.599999999999998,,,,,,,,,
community cluster 1259,"['cocktails', 'natur']",28.5,,,,,,,,,
community cluster 1260,"['mitliebegemacht', 'spinat', 'gelebteinklusion', 'weareback', 'fingerfood', 'veggiefood', 'instadrink', 'minze', 'lorenzfingerfoobox', 'drinks', 'inklusivesrestaurant', 'austria', 'spinatstrudel', 'ausdemgartenaufdenteller', 'veggielife', 'reopening', 'kardamintspritzer', 'fingerfoodbox', 'veggie', 'kapuzinerkresse', 'strudel']",67.45,,,,,,,,,
community cluster 1261,"['essenmachtglücklich', 'zeitmitderfamilie', 'mitliebegemacht', 'frühling', 'instafoodie', 'picknicken', 'liefernlassen', 'schweinsbraten', 'grazermamas', 'zeitmitkindern', 'zeitmitdenliebsten', 'brathuhn', 'menükarte', 'hunger', 'zeitmitfreunden', 'käferbohnensalat', 'gefülltepaprika', 'liefern', 'grazerblogger', 'genuss', 'esseningraz']",39.9,,,,,,,,,
community cluster 1262,"['frisch', 'mitliebegemacht', 'lehrestattleere', 'fisch', 'fish', 'grieskoch', 'vogerlsalat', 'rapunzelsalatausdemgarten', 'rapunzelsalat', 'feiernplanen', 'igersgrazontour', 'gastroausbildunggraz', 'igergraz', 'frischgekocht', 'nachspeise', 'tomaten', 'grazcity', 'velofood', 'burger', 'fleisch', 'grieskochfürdieseele']",35.15,,,,,,,,,
community cluster 1263,"['produkte', 'mitliebegemacht', 'vegetarisch', 'hauseigenergarten', 'meat', 'kooperationssuche', 'suche', 'ideen', 'regionaleunternehmen', 'kooperationspartner', 'nachhaltig', 'nachhaltigkeitimalltag', 'atempo', 'lehrbetrieb', 'köstlich', 'barrierfrei', 'verpackung', 'zusammenarbeit', 'tegional', 'kooperation', 'ideenaustausch']",34.199999999999996,,,,,,,,,
community cluster 1264,"['kuchenaktion', 'mitliebegemacht', 'melanzani', 'vegane', 'gemüseausdemgarten', 'kuchen', 'frischvomfeld', 'tarte', 'welcomeback', 'petersielienpesto', 'komminsteam', 'erdbeeren', 'kaffee', 'gastro', 'job', 'linsen', 'tomate', 'aubergine', 'süßes', 'pilze', 'petersilie']",35.15,,,,,,,,,
community cluster 1265,"['spaziergang', 'mitliebegemacht', 'feiernmitkindern', 'polenta', 'foodiesofinstagram', 'terrasse', 'foodofinstagram', 'lorenzpicknickbox', 'park', 'picknick', 'foodlover', 'lorenzfingerfoodbox', 'radelnmachtglücklich', 'foodblogger', 'mahlzeit', 'feiernmitmädels', 'garten', '3g', 'feiernmitfreunden']",42.0,,,,,,,,,
community cluster 1266,"['steiermarktourismus', 'natureshot', 'ginger', 'love', 'cessna152', 'igersaustria', 'veggie', 'visitsteiermark', 'steirer', 'drinks', 'austria', 'igersgraz', 'madeinaustria', 'instafood', 'styria', 'igergraz']",170.4,,,,,,,,,
community cluster 1267,"['feldbach', 'insta', 'natureshot', 'cessna152', 'austrianature', 'igersaustria', 'loveaustria', 'freedom', 'love', 'madeinaustria', 'summerfeeling', 'austriaphotography']",78.39999999999999,,,,,,,,,
community cluster 1268,"['instagood', 'österreichliebe', 'graz', 'steiermarkliebe', 'vegan', 'Corona', 'steiermarkfrühling', 'südoststeiermark', 'österreichurlaub', 'steiermark', 'styrialove', 'steiermarktourismus', 'weihnachten', 'styriaisbeautiful', 'österreichtour', 'igersstyria', 'visitsteiermark', 'wien', 'styriagram']",121.80000000000001,,,,,,,,,
community cluster 1269,"['igersösterreich', 'friday', 'weekendvibes', 'afghanistan', 'mood', 'femalebusiness', 'support', 'WhereIsMyName', 'neon', 'royaheydari', 'hotel', 'fashion', 'mixing', 'goals', 'supportyourlocal', 'wien', 'lalehosmany', 'happiness', 'summerstyle', 'solidaritywithafghanistan']",84.0,,,,,,,,,
community cluster 1270,"['goodvibes', 'summertime', 'travelphotography', 'travelingram', 'summer2021', 'traveling', 'travelgram', 'sightseeing', 'fresh', 'mountain', 'summervibes', 'swimming', 'summer', 'quotes', 'cool', 'love', 'visitgraz', 'mood']",152.9,,,,,,,,,
community cluster 1271,"['ball', 'friday', 'berlinbreeze', 'whereismyname', 'urbanandstreet', 'weekendvibes', 'afghanistan', 'freeafghanistanpeople', 'fresh', 'loveit', 'freedom', 'igersberlin', 'water', 'mirwaiswakil', 'noidentity', 'noname', 'summer', 'educationforall', 'againstracism', 'basketball', 'baloncesto']",66.5,,,,,,,,,
